年,月,日,今津降水量の合計(mm),南小松降水量の合計(mm),大津降水量の合計(mm),今津1時間降水量の最大(mm),南小松1時間降水量の最大(mm),大津1時間降水量の最大(mm),今津平均風速(m/s),南小松平均風速(m/s),大津平均風速(m/s),今津日照時間(時間),南小松日照時間(時間),大津日照時間(時間),今津最深積雪(cm),今津降雪量合計(cm),今津最大風速(m/s),今津最大風速方角(m/s),今津最大瞬間風速(m/s),今津最大瞬間風速方角(m/s),今津最多風向(16方位),南小松最大風速(m/s),南小松最大風速方角(m/s),南小松最大瞬間風速(m/s),南小松最大瞬間風速方角(m/s),南小松最多風向(16方位),大津最大風速(m/s),大津最大風速方角(m/s),大津最大瞬間風速(m/s),大津最大瞬間風速方角(m/s),大津最多風向(16方位),今津平均気温(℃),今津最高気温(℃),今津最低気温(℃),南小松平均気温(℃),南小松最高気温(℃),南小松最低気温(℃),大津平均気温(℃),大津最高気温(℃),大津最低気温(℃),今津10分間降水量の最大(mm),南小松10分間降水量の最大(mm),大津10分間降水量の最大(mm),遅延フラグ(遅延1)
2015,9,3,4.5,5.5,8,3,3.5,3,1.1,0.6,0.8,0.1,0,0,0,0,4.3,2,6.8,2,6,1.7,2,3.4,4,0,2.2,7,3.6,7,4,22.3,24.6,20.3,22.6,24.3,21.4,22.9,25.2,21.6,1,1,1,0
2015,9,4,0,0,0,0,0,0,1.7,1.3,1.3,5.6,3.6,5.1,0,0,4.4,6,7.9,6,6,3.3,0,7.3,0,0,4.3,0,10.9,0,4,23,27.6,19.9,23.3,27,20.6,23.7,29,20.5,0,0,0,0
2015,9,5,0,0,0,0,0,0,1.3,1.1,1.4,9.5,8.3,8.2,0,0,3.3,6,5.6,6,6,2.8,3,4.5,4,4,3.3,7,6,7,4,22.9,28,19.2,22.7,27,18.1,23.5,29.1,18.5,0,0,0,0
2015,9,6,53,30,9.5,22,9.5,3,1.4,0.8,1,0,0,0,0,0,5.4,2,8.6,2,6,2.2,6,5.3,4,6,2.7,2,4.5,2,0,21.2,23,19.6,21.7,23.3,19.9,22,23.6,20.5,5,3.5,1.5,0
2015,9,7,1.5,2,7,1,1.5,4.5,1.6,1.3,1.2,0,0.4,0.2,0,0,4,6,6.8,6,6,4.1,6,8.8,6,6,2.7,2,5.2,0,1,22.1,23.5,20.8,23.3,25.9,21,22.6,24.6,20.9,0.5,1,1.5,0
2015,9,8,10,10.5,31,3,3,12.5,1.2,0.9,1.3,0,0,0,0,0,4.8,2,7.8,2,6,2,0,3.5,4,7,3.4,2,6,1,2,22,24.3,20.7,21.9,23.7,20.3,21.7,23.3,20.1,3,1,3.5,0
2015,9,9,61,43,49,12.5,10.5,11,1.7,3.2,1.6,0.4,0.8,0.1,0,0,5.5,7,12.3,7,6,8.6,7,20.2,0,7,3.8,5,8.7,5,4,21.7,24.8,19.6,22.4,25.8,20.1,21.9,24.7,19.4,4,2.5,2,1
2015,9,10,1,0.5,29,0.5,0.5,29,1.4,1.4,1.4,1.9,0.9,1,0,0,4,6,7.3,7,6,4.3,6,10.4,0,2,5.6,7,8.9,7,6,21.8,26.3,20,22.2,25.1,20.4,22.2,26.1,20.6,0.5,0.5,16.5,0
2015,9,11,0,0,0,0,0,0,2.9,1.9,2.8,4.2,7.1,9.1,0,0,7.1,6,12.6,7,6,4,2,12.5,0,3,5.2,6,8.8,0,6,20.6,24.2,17.5,22,26.4,17.9,22.2,27.5,17.9,0,0,0,0
2015,9,12,0,0,0,0,0,0,1.3,0.9,1.7,4.5,5.3,9.2,0,0,2.6,6,4.8,2,6,2.6,3,4.2,3,6,3.7,6,7.6,5,4,20.5,25,15.8,21.4,25.9,16.2,22.7,29.3,16,0,0,0,0
2015,9,13,0,0,0,0,0,0,1.9,2.1,1.5,5.5,3.6,3.5,0,0,6,6,10.2,6,6,7.6,7,14.3,7,6,4,7,9.6,0,4,21.3,26.7,17,22,26.4,19.1,22.5,27.9,18.5,0,0,0,0
2015,9,14,0,0,0,0,0,0,2.3,2.5,1.6,11.4,10.8,11.5,0,0,6.3,6,11.1,6,6,6.4,7,12.7,0,7,4.4,1,8.6,1,4,20.4,25.6,15.1,21,25.3,16.3,21,27.5,15.7,0,0,0,0
2015,9,15,0,0,0,0,0,0,1.4,0.9,2,9.8,8.9,8.3,0,0,3.5,6,6.1,0,6,2.5,2,3.6,4,2,4.8,7,6.8,7,7,20.8,27.1,15.1,21,26.3,15.6,21.7,27,16.5,0,0,0,0
2015,9,16,0.5,1,1,0.5,1,0.5,1.5,0.9,2.1,0.5,0.3,0,0,0,4.3,4,6.4,4,4,2.3,6,4.2,4,0,4.2,2,7.9,2,2,20.9,24.5,18.4,21.2,24.7,19.5,21.4,24.5,19.3,0.5,0.5,0.5,0
2015,9,17,31.5,20.5,22,7.5,5.5,11.5,0.7,0.7,1.2,0,0,0,0,0,2.6,6,4.4,6,6,2.2,2,5,7,7,3.1,1,5.9,2,1,19.4,20.4,18.7,19.4,20.4,18.5,19.6,20.8,18.7,2,1.5,3,0
2015,9,18,0,0,0,0,0,0,2.1,1.4,1.5,3,2.7,4.9,0,0,5.3,6,9.2,6,6,4.4,6,14.4,7,3,3.9,7,8.4,7,4,20.5,25.9,18.2,21.3,24.7,17.5,21.6,26.1,18.4,0,0,0,0
2015,9,19,1,0,0,1,0,0,3,2.7,2.1,7,7.1,7.9,0,0,6.4,7,10.7,7,7,5.4,0,16.6,2,1,4.2,7,7.9,0,7,21.1,25.2,17.6,21.7,24.5,19.4,21.3,26.3,17.5,1,0,0,0
2015,9,20,0,0,0,0,0,0,2.2,2,1.9,11.2,10.7,10.9,0,0,6.3,7,11.2,0,7,5.3,7,11.8,0,7,3.8,1,6.9,0,4,21.3,25.5,17.8,21.1,26,16.2,20.6,26.6,16.1,0,0,0,0
2015,9,21,0,0,0,0,0,0,1.4,1,1.7,3.7,4.7,4.9,0,0,4,6,7,6,6,3.5,7,6.5,0,4,3.9,7,6.6,1,4,20.4,25.6,16.5,20.4,25.6,16.7,20.7,26.5,16.7,0,0,0,0
2015,9,22,0,0,0,0,0,0,1.5,1,1.6,10.6,8.9,9.1,0,0,2.8,6,4.2,6,6,2.6,2,4.9,6,2,3.4,7,5.3,7,4,20.8,27.7,14.8,20.7,25.7,15,21.5,27.7,15.6,0,0,0,0
2015,9,23,0,0,0,0,0,0,1.9,1.5,2,7.9,8.7,9.5,0,0,5.4,4,9.7,4,6,3.9,4,8.1,4,4,5.9,2,10.2,2,2,21.7,26.8,16.9,22.5,27.4,18.9,22.9,28.1,18.2,0,0,0,0
2015,9,24,3.5,3.5,6.5,1,1,1.5,4.2,1.3,2.6,0,0,0,0,0,6.8,2,10.6,2,2,2.9,2,6.2,2,6,4.4,2,7.9,2,2,20.7,22.1,19.7,20.4,22.4,19,20.6,22.4,19,0.5,0.5,0.5,0
2015,9,25,27.5,35,21.5,8.5,11.5,7.5,1.1,0.6,1.9,0,0,0.7,0,0,4.9,2,8,2,6,2,2,3.5,0,6,3.9,1,8.2,1,1,20,22.2,18.2,20.1,21.6,18.4,20.7,23.7,18.7,2.5,3,3,0
2015,9,26,0,0,0,0,0,0,1.7,1.1,1.5,6.2,5,3.9,0,0,4.2,7,7.1,7,6,2.7,0,5.5,2,6,3.3,7,5.9,1,6,22.1,26.7,19.3,22.2,27,19.6,22.8,27.8,20.2,0,0,0,0
2015,9,27,0,0,0.5,0,0,0.5,1.9,1.7,1.2,5.8,4.3,4,0,0,4.9,0,9.4,7,6,5.6,7,12.4,0,7,3.2,7,5.5,0,4,22.2,26.3,18.8,21.9,26.3,16.9,22,27.2,17.6,0,0,0.5,0
2015,9,28,0,0,0,0,0,0,1.9,1.5,1.7,10.1,10.3,11.3,0,0,4.4,7,8.6,0,6,5.1,7,8.4,7,3,3.9,1,6.6,1,1,20.8,26.3,15.5,20.7,26.7,14.4,21.2,27.7,15.4,0,0,0,0
2015,9,29,0,0,0,0,0,0,3,2.5,2.2,11,10.5,11,0,0,6.7,6,12.1,6,7,4.8,7,13,1,0,4.6,7,8.1,0,7,20.5,25.2,16.8,21.5,25.3,18.2,20.8,26.8,16.4,0,0,0,0
2015,9,30,0,0,0,0,0,0,2.4,1.9,1.6,4.7,4.7,3.8,0,0,4.9,0,10,0,6,4.4,0,11.5,0,0,3.6,1,6.9,1,1,18,23.1,13.1,18.7,23.6,14.9,18.5,23,15,0,0,0,0
2015,10,1,7,5.5,4.5,2.5,3,2.5,1.8,0.9,1.1,0,0,0,0,0,4,2,5.9,2,2,3.8,4,7.4,4,4,3.5,2,6.7,4,1,17.9,20.2,13.2,18.7,20.6,14.6,19,23.1,14.8,1,1,1,0
2015,10,2,11,15.5,14,9,10.5,10.5,3.3,2.8,2.6,6.5,8.9,7.4,0,0,11.4,6,22.3,7,6,9.3,6,17.4,6,7,8,6,16.2,6,0,19,23,12.4,20.1,23.7,13.7,21.1,25.5,14.4,3.5,4,6,0
2015,10,3,0,0,0,0,0,0,1.7,1,1.6,9.8,9.1,10.3,0,0,3.4,2,5.1,2,6,2.8,0,6,0,2,3.4,6,7,6,4,16.7,23.7,11,17.6,23.5,12.6,18.5,25.5,12.6,0,0,0,0
2015,10,4,0,0,0,0,0,0,2.2,1.4,2.1,6.9,4.2,8.7,0,0,5.7,7,10.6,7,6,4,0,9.6,0,1,4.5,7,9.2,0,4,16.9,24.2,12.3,17.7,23.6,13.2,18.6,25.6,13.5,0,0,0,0
2015,10,5,0,0,0,0,0,0,1.8,1.4,1.6,4.7,4.5,5,0,0,4.3,6,7.6,6,6,3.6,7,7.3,0,4,2.9,1,5.8,7,4,16.3,21.9,12.8,16.9,21.2,12.9,16.5,21.7,11.9,0,0,0,0
2015,10,6,0,0,0,0,0,0,1.8,2.4,1.4,8.7,6.2,4.8,0,0,5.5,0,9.4,7,7,7.4,7,13.5,7,7,4.2,0,9.1,0,4,17.6,23.4,12.9,17.9,22.4,13.9,17.6,23.8,13.8,0,0,0,0
2015,10,7,0,0,0,0,0,0,3.8,5.1,2.2,10.1,10.5,10.8,0,0,7.1,6,14.8,7,7,9.3,7,19.5,0,7,5.1,7,9.6,7,4,17.9,22.5,12.9,18.5,22.7,13.6,17.6,24.2,11.9,0,0,0,0
2015,10,8,1.5,2,0,0.5,1.5,0,3.3,3.2,2.5,6.6,6.9,8.4,0,0,7.4,7,13.5,7,0,6.5,0,17.4,0,0,6.1,7,11.1,7,6,17.7,21.4,14.9,18.2,21.4,15.2,18.1,22.6,12.9,0.5,0.5,0,0
2015,10,9,2.5,0,0,2,0.5,0,1.3,1.3,1.7,5.6,7.1,8,0,0,3.2,2,4.8,3,6,4.4,7,9.1,4,4,3.4,6,6.4,4,5,16.9,21.1,13.2,18.1,23.2,13.6,18.6,23.3,14.8,1.5,0,0,0
2015,10,10,0,0,0,0,0,0,1.2,0.7,1.1,0.6,0.4,0,0,0,2.2,6,4.1,6,6,2.4,3,5.5,3,3,2.5,2,4.8,2,4,15.8,20.5,11.1,16.9,20.5,12.1,16.9,20,12.7,0,0,0,0
2015,10,11,0.5,2.5,4.5,0.5,1.5,2,1.2,1.2,1.3,0.3,0,0.8,0,0,3.7,0,7.4,7,7,4.6,7,9.3,7,6,4.1,6,7.7,2,6,17.2,20.6,13.1,17.9,20.9,15.7,18.1,21.4,15.3,0.5,0.5,1,0
2015,10,12,0,0,0,0,0,0,1.6,1.9,2.2,4.9,6.3,7.6,0,0,3.6,2,5.8,2,6,5.7,4,9.6,4,4,4.6,6,10.1,6,6,14.7,21.2,9,16.8,22.2,11.9,17.3,22.4,12.3,0,0,0,0
2015,10,13,0,0,0,0,0,0,2.2,1.6,2.6,5.3,6.8,9.5,0,0,5.1,7,9.1,7,7,3.9,3,9.4,6,4,5.1,6,9,6,6,16.2,20.7,10.6,17.2,21.4,12.7,18,22.1,15.1,0,0,0,0
2015,10,14,0,0,0,0,0,0,2.1,1.7,1.7,6.4,4.7,6.9,0,0,4,0,7.7,0,6,3.8,3,9.5,0,7,3.5,6,6,6,4,16.2,22.1,11.5,17.2,21.6,12.5,16.7,22.8,12.1,0,0,0,0
2015,10,15,0,0,0,0,0,0,1.5,0.8,1.6,9.3,7.5,6.5,0,0,3.4,6,5.5,7,6,2.6,3,4.2,3,6,3,7,4.6,7,4,14.8,21.4,8.7,14.6,20.6,9.2,15.1,21.3,9.7,0,0,0,0
2015,10,16,0,0,0,0,0,0,1.6,0.7,1.4,10.8,9.7,10.4,0,0,2.9,3,5.3,6,6,2.4,3,3.9,2,2,3.4,7,5.5,0,4,15.6,24.2,8.5,15.1,22.2,9.4,16,22.6,9.7,0,0,0,0
2015,10,17,0,0,0,0,0,0,2.3,1,1.2,9.7,9.4,7,0,0,6.4,6,10,6,6,2.9,4,4.6,4,7,2.8,7,4.7,2,4,17.4,22.9,12.3,16.8,22.9,12,17.6,23.8,12.3,0,0,0,0
2015,10,18,0,0,0,0,0,0,1.9,0.9,1.2,10.7,9.8,9.8,0,0,5.6,6,9.5,6,6,2.9,0,5.8,0,3,3.1,2,5.5,2,4,17.7,25.7,11.7,16.9,24.6,12,18.3,26.7,12.4,0,0,0,0
2015,10,19,0,0,0,0,0,0,1.8,1,1.5,10.6,10.2,10.1,0,0,3.3,6,5.4,6,6,2.6,2,4.6,4,6,3.3,7,5.5,7,4,17.3,23.4,12.6,16.3,21.9,10.8,17.3,23.8,11.6,0,0,0,0
2015,10,20,0,0,0,0,0,0,1.8,1.6,1.4,8.1,6.8,7.8,0,0,5.1,7,9.1,7,6,4.6,7,12,1,7,3.3,0,6.9,0,4,17.1,23.7,11.7,18.1,23.6,12.5,17.5,24,12.7,0,0,0,0
2015,10,21,0,0,0,0,0,0,1.5,1.1,1.7,9.5,8.1,9.9,0,0,3.2,6,5.5,6,6,2.9,7,5.6,0,6,3.9,2,10.4,3,4,18.1,24.3,13.3,18.3,24.1,13.7,18.4,25.3,13.8,0,0,0,0
2015,10,22,0,0,0,0,0,0,2.1,1.4,1.4,1.6,1.3,4.3,0,0,4.7,6,9.8,6,6,3.6,2,9.6,0,6,4.3,7,6.9,7,4,16.7,21.6,12.6,17,21.4,12.7,16.9,21.6,13,0,0,0,0
2015,10,23,0,0,0,0,0,0,1.6,0.9,1.5,10,9.7,10,0,0,3.7,2,5.1,3,6,2.5,2,4,3,6,3.1,7,4.7,7,4,15.5,21.5,11.6,15.6,20.9,11.6,16.2,22.5,11,0,0,0,0
2015,10,24,2,0,0,2,0,0,2,1.5,1.6,8.1,5.9,7.5,0,0,9,0,15.5,0,6,5.2,0,15.5,0,0,4.7,0,9.3,7,4,16.8,22.6,10.7,17.2,22.2,11.6,17.5,24.4,11.5,1.5,0,0,0
2015,10,25,0,0,0,0,0,0,3.6,3.3,3,8.3,8.3,9.1,0,0,6.7,0,15.2,7,0,6.2,7,16.7,7,1,5.7,7,12.5,7,0,14.1,16.6,11.3,14.6,17,12.7,15,18.9,8.9,0,0,0,0
2015,10,26,0,0,0,0,0,0,1.9,1.5,1.5,10.2,9.9,10.2,0,0,4.1,6,8.6,0,6,3.8,2,11.6,1,4,2.5,1,5.5,0,4,12.7,19.3,6.8,13.5,17.8,8.7,12.9,19.9,6.8,0,0,0,0
2015,10,27,2,6,5,2,4,5,1.7,1.2,1.5,7.1,6.7,6.3,0,0,4.5,2,7.7,4,6,4.3,3,8.4,4,6,4.9,2,8.4,3,3,16.4,22.5,9.2,16.7,22.6,10,16.2,24,8.6,1,1.5,2.5,0
2015,10,28,0.5,7.5,8,0.5,7.5,7,3.2,4.1,2.7,4,9.1,9.2,0,0,7,6,12.3,7,7,8.8,6,15.3,6,6,6.1,6,10.1,6,6,16,19.9,11.2,17,20.3,12.9,17.3,21.2,13.9,0.5,3,2.5,0
2015,10,29,0,0,0,0,0,0,2.2,1.6,2.1,6,6.7,7.5,0,0,5.1,6,9.3,7,6,3.9,4,9.2,2,6,3.9,6,7.3,6,6,13.9,20,9.4,15,19.1,9.8,15,19.6,9.8,0,0,0,0
2015,10,30,0,0,0,0,0,0,1.6,2.8,1.7,5.8,3.8,4.6,0,0,4.8,7,10.2,7,6,7.8,7,14,0,7,4,7,6.8,0,4,12.9,19,9.1,14.1,18.6,9.9,14.4,19.6,9.6,0,0,0,0
2015,10,31,0,0,0,0,0,0,1.9,2.2,2.1,4.4,5.6,6.4,0,0,6.2,7,10.9,6,6,7,7,13.7,7,0,4.3,0,8.4,0,7,10.9,15,7.5,12.6,15.7,8.5,12.9,17.6,7.5,0,0,0,0
2015,11,1,0,0,0,0,0,0,1.5,1,1.4,6.5,6.9,5.7,0,0,3.8,2,5.7,2,6,2.5,2,4.5,3,6,2.8,6,4.7,7,1,11.4,17,4.6,11.9,15.8,6.1,11.6,16.3,5.8,0,0,0,0
2015,11,2,12,14,11,3,3.5,3,1,0.7,1,0,0,0,0,0,3.7,2,5.5,2,6,2.1,7,4.2,0,7,2.7,2,5.1,2,4,11.7,14.8,10.4,12,13.2,10.8,12.4,14.1,10.4,1,1,1,0
2015,11,3,1,0,0,0.5,0,0,1.8,2.1,1.8,2.9,4.5,6.4,0,0,4.1,6,8.2,6,6,4.9,7,12.6,1,0,4.5,6,7.8,6,4,12.7,17.5,9.1,14.4,18.1,9.6,12.9,19,8.8,0.5,0,0,0
2015,11,4,0,0,0,0,0,0,1.3,0.9,1.3,9.2,8.4,9.8,0,0,2.1,6,4.1,2,6,2.4,6,4.3,6,6,3.7,7,5.8,0,4,12.4,19.7,6.1,13.3,20,6.9,13.5,20.3,7.1,0,0,0,0
2015,11,5,0,0,0,0,0,0,1.5,0.7,1.2,9.3,8.5,9.9,0,0,2.7,6,4,6,6,3,2,3.8,2,2,4,7,6.3,6,4,14.3,21.9,8.8,14.2,19.9,9.4,15.2,20.9,9.8,0,0,0,0
2015,11,6,0,0,0,0,0,0,1.4,0.7,1.1,8.4,7.6,8.1,0,0,4.1,6,6,6,6,2.2,2,3.4,3,2,2.7,6,4.3,7,4,15.8,22.8,10.3,15.6,21.2,10.6,16.4,22.2,10.9,0,0,0,0
2015,11,7,0,0,0,0,0,0,1.7,0.9,1,0,0,0,0,0,4.5,2,6.4,2,2,2.9,6,4.4,6,6,3,7,5.5,0,0,16.8,19.6,14,17.1,19.2,14.6,17.4,19.7,15.4,0,0,0,0
2015,11,8,16,42.5,32,3,7,5.5,2.7,1.3,1.1,0,0,0,0,0,5.2,2,8.2,2,2,3.7,6,6.2,6,6,3,2,5.5,0,0,15.3,17.6,14.8,15.9,17.9,15,15.9,17.6,15.3,1,2,2.5,0
2015,11,9,22,14,30.5,13.5,5,12,0.5,0.3,0.4,0,0,0,0,0,1.7,6,3.1,6,6,1.4,4,2.5,4,6,1.4,6,2.7,6,6,16.6,18.2,15.3,16.7,17.9,15.6,16.8,18.3,15.7,5.5,2.5,6.5,0
2015,11,10,0.5,0.5,1.5,0.5,0.5,1,2.7,4.7,1.4,0.8,2.7,2.5,0,0,6,0,12.5,7,0,10.5,7,20.2,0,7,4.4,7,8.8,0,0,15.5,17.7,11.9,16.3,18.2,13.7,16.4,19.3,12.6,0.5,0.5,1,0
2015,11,11,0,0,0,0,0,0,2.3,4.1,1.5,9.6,9.4,9.4,0,0,5.7,7,9.9,7,7,7,7,16,0,0,3.4,1,7,1,4,12.4,16.8,8,14.2,16.8,11.4,12.9,18,8.8,0,0,0,0
2015,11,12,0,0,0,0,0,0,1.7,1.1,1.2,9.6,9.4,6.5,0,0,3.8,7,7.5,7,6,3.2,7,6.7,0,6,2.9,2,5.3,0,4,11.7,18.5,5.6,11.9,17.6,6.4,11.9,18.3,7.4,0,0,0,0
2015,11,13,1,2.5,1,0.5,1.5,1,2.8,0.8,1.6,0.1,0,0,0,0,7.3,2,11,2,2,3.2,6,6.4,6,6,3.7,1,9.9,4,2,13.1,16.1,7.4,13.5,16.6,7.9,13.6,17.2,8.8,0.5,0.5,0.5,0
2015,11,14,36.5,57,23,7.5,14.5,6,2.9,2.2,2.4,0,0,0,0,0,7.5,2,10.9,2,2,5,4,9.4,6,5,5.3,2,11.7,2,2,15.4,16.6,14.2,15.7,16.8,14.8,16.1,17.3,14.9,3,4,2.5,0
2015,11,15,7,6,7,3.5,3.5,2.5,1.5,1.5,1.8,0.4,1.2,4.2,0,0,5.3,7,10.3,0,6,5.4,6,11.4,0,1,5,6,9.8,6,6,15.7,18.2,14,16.3,19.3,15.3,17.1,20.5,15.4,1,1.5,1,0
2015,11,16,0,0.5,0,0,0.5,0,1.4,1.2,1.4,5.4,7,8,0,0,3,2,5.1,0,6,2.9,4,9.1,2,2,3.5,7,5.3,7,4,14.7,19,10.2,15.4,18.1,11.3,15.6,19.4,11.2,0,0.5,0,0
2015,11,17,11.5,17.5,46.5,3.5,7,18.5,0.7,0.4,0.7,0.1,0.2,0.3,0,0,1.9,6,2.7,1,6,1.9,2,3.5,6,2,2.4,6,3.9,7,7,15.5,19,12.3,15.7,17.3,14.1,16.1,18.4,14.4,1,3,5.5,0
2015,11,18,12,16.5,23,3.5,3.5,5.5,1,0.8,0.9,0.7,0,0,0,0,3.7,7,7.9,7,6,6.3,6,14,7,4,2.5,1,5.2,0,1,15.7,16.9,14.4,15.8,16.9,14.9,16,17.2,15.1,1,1.5,2,0
2015,11,19,0,0,0,0,0,0,2.2,2.6,2,0.8,0.1,0.1,0,0,5.4,7,10.5,0,0,8.6,6,17.3,0,2,5.4,7,10.2,6,0,12.5,14.8,8.5,13.4,16.2,9,14.1,16,11.1,0,0,0,0
2015,11,20,0,0,0.5,0,0,0.5,1.3,0.8,0.9,6.5,6.2,6.2,0,0,3.7,7,6.1,7,6,2.4,3,3.6,2,6,2.8,0,5,0,4,12.9,17.9,10,13,17,10.5,13.7,18.9,10.4,0,0,0.5,0
2015,11,21,0,0,0,0,0,0,2.3,1.7,1.4,1,2,4.4,0,0,4.8,0,9,0,7,4.5,0,14.2,1,0,3.2,6,5.9,1,4,13.4,16.6,9.5,14.2,17.4,9.6,14.1,18.5,10.2,0,0,0,0
2015,11,22,0,0,0,0,0,0,1.1,0.5,1,5,3.3,2.5,0,0,2,6,3,2,6,1.8,2,2.7,2,2,2.4,7,3.6,7,4,12.5,17.7,8.1,12.4,16.3,8.9,12.6,16.1,8.9,0,0,0,0
2015,11,23,0,0,0,0,0,0,0.9,0.6,0.9,2.3,1,0,0,0,1.9,2,2.6,1,6,2.3,6,4.7,6,6,2.2,0,4.3,0,0,14.3,17,11.7,15.3,17.6,12.9,14.4,17.5,10.8,0,0,0,0
2015,11,24,0.5,0,0,0.5,0,0,2.9,2.6,2.1,0.7,2.2,1.1,0,0,6.4,0,14.1,0,0,8.4,7,18.4,1,1,5,7,10.8,0,1,12.7,16.3,8.5,13.3,18,10.1,13.7,17.5,10.6,0.5,0,0,0
2015,11,25,1,3.5,13.5,0.5,1,3,1.1,1.1,0.9,0.8,1.1,1.1,0,0,3.3,0,7.4,0,6,6.5,7,16,0,6,2.6,1,4.3,1,3,8.7,10.8,5.4,9.5,11.1,7.3,9.2,11.3,6.6,0.5,0.5,1,0
2015,11,26,6.5,3,3,4.5,1.5,2,1.4,1.8,2,0.7,1.1,1.2,0,0,5.4,6,11,7,6,9.3,6,15.4,6,6,5,6,9.3,6,6,8.9,13.3,4.5,10,13,6.5,10.1,13,7.8,4,1,0.5,0
2015,11,27,0.5,0,0,0.5,0,0,2.7,3.8,4,7.6,8.9,9.3,0,0,8.7,6,14.7,6,6,9,6,16.2,6,6,9.1,6,14.7,6,6,5.3,9.3,1.3,7.4,10.4,4.5,7.9,10.8,5.1,0.5,0,0,0
2015,11,28,0,0,0,0,0,0,2.3,2.1,2.2,5.9,5,5.7,0,0,5.7,6,10.4,6,6,7.2,6,12.3,6,6,5.3,6,9.1,6,6,8.3,12.9,3.5,9.9,13.5,7.3,9.2,13.4,5,0,0,0,0
2015,11,29,3.5,0,0,1,0,0,1.4,1,1.5,0,1.4,4,0,0,4.6,6,6.5,6,6,4.2,3,6.8,2,4,3.1,6,5.7,6,4,7.6,10.2,4.9,8.7,10.4,6.2,8.6,12.2,5.3,0.5,0,0,0
2015,11,30,0,0,0,0,0,0,1.3,0.7,1.4,7,7.1,8.6,0,0,2.5,2,4.5,2,6,2.3,3,3.4,2,6,2.7,6,6,5,4,8.5,12.3,4.6,8,12.4,3.3,8.7,15.7,3.7,0,0,0,0
2015,12,1,0.5,0,0,0.5,0,0,2.1,2.2,1.5,6,5.1,3,0,0,6.1,7,10.7,7,7,6.5,7,14.9,7,7,3.8,0,7.5,0,4,8.8,11.8,3.6,9.1,12.2,3.7,8.6,13.4,4.3,0.5,0,0,0
2015,12,2,0,0,0.5,0,0,0.5,1.1,0.8,1.1,7.3,6.4,8.4,0,0,2.2,6,3.5,6,6,2.5,6,5.4,6,6,2.3,6,3.7,4,6,8.4,14.7,1.1,9.1,14.6,2,8.8,14.3,2.3,0,0,0.5,1
2015,12,3,12,20,16.5,3.5,6,4.5,1.9,2.1,2.5,1.2,1,0.6,0,0,5.8,7,11.5,7,6,7.8,6,14.4,6,6,6.5,6,12,4,6,10,13.1,3.4,11,13.8,6.4,11.1,12.8,8,1.5,1.5,1.5,1
2015,12,4,0,0,0,0,0,0,3.7,2.3,4.6,2.8,7.4,6.1,0,0,7.6,6,13.5,7,6,5.2,6,12.8,6,5,8.3,6,18.2,6,6,7,10,2.9,7.6,10.4,5.4,7.9,9.8,5.7,0,0,0,0
2015,12,5,0,0,0,0,0,0,2.2,1.9,2.4,4.2,6.6,8.5,0,0,5,6,11.1,0,6,5.3,4,9.7,6,4,5,6,8.8,6,6,7.6,12.7,0.6,8.9,12.9,3.9,9.5,12.6,6.5,0,0,0,0
2015,12,6,0,0,0,0,0,0,1.8,1.7,1.2,1.6,0.1,0.2,0,0,3.9,0,7.9,0,6,3.3,2,10.1,0,0,3.1,6,4.7,6,6,8.7,11.4,6,9.6,11,8.1,9.4,11.3,7.5,0,0,0,0
2015,12,7,0,0,0,0,0,0,2.1,1.5,1.5,9.2,9,9,0,0,4.4,0,8.7,7,6,4.4,7,9.3,7,7,2.7,2,7.7,2,4,8.3,13.2,3.9,8.7,13.7,3.6,8.1,14.3,3.6,0,0,0,0
2015,12,8,0,0,0,0,0,0,1.8,2,1.8,8.5,9,9,0,0,5.5,0,10.4,0,6,6.1,7,12.7,7,0,4.1,7,7.8,7,4,8.2,13.8,1.9,8.3,13.6,2,7.2,14.6,1.7,0,0,0,0
2015,12,9,0,0,0,0,0,0,1.5,0.9,1.5,8.8,8,7.9,0,0,2.9,3,4.5,2,6,3.1,2,8.8,0,6,3.5,7,5.4,7,4,6.9,13.2,3,7.5,11.5,2.3,7.2,12.5,2.7,0,0,0,0
2015,12,10,9,15,6.5,4.5,5.5,2,3,0.8,1.2,0,0,0,0,0,6.1,2,9.1,2,2,2.9,6,6.6,6,6,3.5,2,8,0,7,11.1,14,4.1,11.7,15.3,5.4,11.4,15.4,5.5,1,1.5,0.5,0
2015,12,11,83,68,54,23,19.5,18.5,4.7,3.5,3.2,1.1,0.2,1.5,0,0,9.8,7,20.7,0,0,10.8,0,26.2,0,0,7.5,6,15.8,5,7,14,18.3,9.8,14.9,20,10.2,14.9,18.4,11.2,6,4.5,4.5,0
2015,12,12,0.5,0.5,0,0.5,0.5,0,1.8,2.1,1.4,2.6,3.3,6.2,0,0,4.3,0,8.9,0,6,9.1,7,18.3,7,4,3.4,0,7.5,1,4,9.3,13.2,6.6,10,12.8,7.3,10.3,13.8,6.9,0.5,0.5,0,0
2015,12,13,0,0,0,0,0,0,1.3,0.9,1.1,3.8,3.7,3.7,0,0,3.1,6,5,6,6,3.8,7,7.6,0,6,2.4,7,3.9,4,6,10.5,15.5,6.5,10.5,14.2,6.9,10.3,14.4,7,0,0,0,0
